Kurbelwinkel [°KW]	Zeit [s n. Rechenbeginn]	Brennraumvolumen [m3]	Vu [m3]	Vb [m3]	T_Zone_1 [K]	T_Zone_2 [K]	T_mittel [K]	T_BurnAdiabat [K]	p_soll [bar]	p [bar]	dQb [J/s]	dQb [J/KW]	Qb [J]	dmb [kg/s]	dmb [kg/KW]	mb [kg]	dQw [J/s]	dQw [J/KW]	Qw [J]	Xb[-]	Qb/Qmax [-]	Qmax [J]	Hu Zone [J/kg]	Hu frischGemsich [J/kg]	Phi_Delay [°KW]	Alpha [W/(m^2K)]	pSchlepp [bar]	Wandwärmestromdichte [MW/m^2]	PQw [W]	Brennraumfläche [m^2]	Gesamtmasse [kg]	m_u[kg]	m_v[kg]	 cv_u[J/kg]	 cp_u [J/kg]	 kappa_u [-]	 U_u [J]	 cv_b[J/kg]	 cp_b [J/kg]	 kappa_b [-]	 U_b [J]	Zu_O2 [kg]	Zu_CO2 [kg]	Zu_H2O [kg]	Zu_N2 [kg]	Zu_H [kg]	Zu_O [kg]	Zu_N [kg]	Zu_H2 [kg]	Zu_OH [kg]	Zu_CO [kg]	Zu_NO [kg]	Zu_Diesel [kg]	Zb_O2 [kg]	Zb_CO2 [kg]	Zb_H2O [kg]	Zb_N2 [kg]	Zb_H [kg]	Zb_O [kg]	Zb_N [kg]	Zb_H2 [kg]	Zb_OH [kg]	Zb_CO [kg]	Zb_NO [kg]	Zb_Diesel [kg]	
78.5	0.018689951	2.69E-04	0.058013652	0.941986348	622.5238633	1354.2586	1278.208878	1736.397689	8.7969	8.797032631	5.55	6.16E-04	811.6759668	3.94E-06	4.37E-10	5.76E-04	4335.72141	0.480916441	118.1685345	0.914931026	0.885630615	916.4949278	1472384.098	1472384.098	6.089026454	228.151676	3.567528665	0.183675532	4335.722392	0.023605335	6.50E-04	7.85E-05	5.71E-04	856.375626	1136.741492	1.327386555	-33.10470756	1014.913344	1302.684385	1.283542475	-657.8359585	0.172277925	0.046461533	0.017563935	0.731439234	9.32E-10	6.45E-07	9.07E-14	5.22E-08	2.70E-05	2.35E-06	3.45E-04	0.031882272	0.068944271	0.143270981	0.054550191	0.73211028	3.43E-10	4.84E-07	6.95E-14	3.92E-08	4.13E-05	1.76E-06	0.001080652	0	 
79	0.018745411	2.71E-04	0.057882986	0.942117014	620.7235704	1350.847733	1275.115092	1734.917003	8.7035	8.703192523	3533.201201	0.391901228	811.8719174	0.002510535	2.78E-07	5.77E-04	4298.150405	0.476749081	118.4069091	0.915152031	0.88584442	916.4949278	1472494.275	1472494.275	6.090497281	226.0134502	3.527102939	0.181254897	4298.151357	0.023713298	6.50E-04	7.84E-05	5.71E-04	855.7586578	1136.12395	1.327621917	-33.16630978	1014.370011	1302.141053	1.283694351	-659.9739703	0.1722775	0.046461419	0.017563892	0.731437432	9.32E-10	6.45E-07	9.07E-14	5.22E-08	2.70E-05	2.35E-06	3.45E-04	0.031884658	0.068944271	0.143270981	0.05455019	0.732110281	3.43E-10	4.84E-07	6.95E-14	3.92E-08	4.13E-05	1.77E-06	0.00108065	0	 
79.5	0.01880087	2.73E-04	0.057703584	0.942296416	618.959676	1347.548749	1272.183433	1733.466753	8.6123	8.612111732	5053.44047	0.560525545	812.1521802	0.003590782	3.98E-07	5.77E-04	4262.331924	0.472776109	118.6432971	0.915468131	0.886150218	916.4949278	1472652.543	1472652.543	6.092600983	223.933514	3.487491304	0.178930365	4262.332851	0.023821182	6.50E-04	7.82E-05	5.72E-04	855.1562053	1135.520673	1.327851761	-33.19929964	1013.842432	1301.613474	1.283841979	-662.1164347	0.17227689	0.046461254	0.01756383	0.731434842	9.32E-10	6.45E-07	9.07E-14	5.22E-08	2.70E-05	2.35E-06	3.45E-04	0.031888085	0.068944272	0.143270981	0.054550189	0.732110282	3.43E-10	4.84E-07	6.96E-14	3.92E-08	4.13E-05	1.77E-06	0.001080646	0	 
80	0.01885633	2.75E-04	0.057616076	0.942383924	617.1847473	1344.150038	1269.049638	1732.007925	8.5207	8.5210866	2204.985304	0.244576066	812.2744682	0.001566793	1.74E-07	5.77E-04	4225.445125	0.468684641	118.8776395	0.915606057	0.886283648	916.4949278	1472721.854	1472721.854	6.093518907	221.8656603	3.448674022	0.176582799	4225.446039	0.023928979	6.50E-04	7.81E-05	5.72E-04	854.5463973	1134.910504	1.328085295	-33.28059147	1013.296767	1301.06781	1.283994829	-664.1866295	0.172276623	0.046461182	0.017563803	0.731433709	9.32E-10	6.45E-07	9.07E-14	5.22E-08	2.70E-05	2.35E-06	3.45E-04	0.031889586	0.068944272	0.14327098	0.054550188	0.732110283	3.43E-10	4.84E-07	6.96E-14	3.92E-08	4.13E-05	1.77E-06	0.001080645	0	 
80.5	0.01891179	2.78E-04	0.057606644	0.942393356	615.3811003	1340.456372	1265.56068	1730.525994	8.4295	8.429148859	-2387.670573	-0.264839441	812.1420485	0	0	5.77E-04	4186.419391	0.464355922	119.1098174	0.915606057	0.886139163	916.4949278	1472721.854	1472721.854	6.093518907	219.7951345	3.410631921	0.174168012	4186.420296	0.024036677	6.50E-04	7.81E-05	5.72E-04	853.9239606	1134.288067	1.328324441	-33.40093286	1012.701276	1300.472319	1.284161824	-666.3259072	0.172276623	0.046461182	0.017563803	0.731433709	9.32E-10	6.45E-07	9.07E-14	5.22E-08	2.70E-05	2.35E-06	3.45E-04	0.031889586	0.068944272	0.14327098	0.054550188	0.732110283	3.43E-10	4.84E-07	6.96E-14	3.92E-08	4.13E-05	1.77E-06	0.001080645	0	 
81	0.01896725	2.80E-04	0.057560715	0.942439285	613.6313369	1337.07079	1262.390486	1729.088834	8.3411	8.340876201	921.1225436	0.102170535	812.1931338	6.55E-04	7.26E-08	5.77E-04	4150.233979	0.460342251	119.3399885	0.915663677	0.886194903	916.4949278	1472750.854	1472750.854	6.093902373	217.7956821	3.373346373	0.17189317	4150.234859	0.024144269	6.50E-04	7.81E-05	5.72E-04	853.3213586	1133.685314	1.328556121	-33.50188217	1012.153183	1299.924225	1.284315702	-668.3280705	0.172276512	0.046461152	0.017563791	0.731433234	9.32E-10	6.45E-07	9.07E-14	5.22E-08	2.70E-05	2.35E-06	3.45E-04	0.031890214	0.068944272	0.14327098	0.054550188	0.732110283	3.43E-10	4.84E-07	6.96E-14	3.92E-08	4.13E-05	1.77E-06	0.001080644	0	 
81.5	0.01902271	2.82E-04	0.057501526	0.942498474	611.9052025	1333.742262	1259.289427	1727.671557	8.255	8.254545522	1337.319989	0.148334985	812.2673013	9.50E-04	1.05E-07	5.77E-04	4115.033013	0.456437774	119.5682074	0.915747331	0.886275828	916.4949278	1472793.007	1472793.007	6.094459107	215.8394758	3.33679928	0.169679922	4115.033874	0.024251743	6.50E-04	7.80E-05	5.72E-04	852.7275199	1133.091256	1.32878467	-33.59394458	1011.612198	1299.38324	1.284467747	-670.3156428	0.172276349	0.046461108	0.017563775	0.731432544	9.32E-10	6.45E-07	9.07E-14	5.22E-08	2.70E-05	2.35E-06	3.45E-04	0.031891127	0.068944272	0.14327098	0.054550187	0.732110283	3.43E-10	4.84E-07	6.96E-14	3.92E-08	4.13E-05	1.77E-06	0.001080644	0	 
82	0.019078169	2.84E-04	0.057395666	0.942604334	610.2137057	1330.521364	1256.343787	1726.283182	8.1709	8.170719915	2792.559776	0.309749585	812.4221761	0.001984375	2.20E-07	5.77E-04	4081.438694	0.452711506	119.7945632	0.915922018	0.886444814	916.4949278	1472881.213	1472881.213	6.095621677	213.9355925	3.300973056	0.167553027	4081.439534	0.024359092	6.50E-04	7.79E-05	5.72E-04	852.147553	1132.51083	1.3290079	-33.65847918	1011.086688	1298.857731	1.284615598	-672.3077155	0.172276009	0.046461017	0.01756374	0.731431101	9.32E-10	6.45E-07	9.07E-14	5.22E-08	2.70E-05	2.35E-06	3.45E-04	0.031893037	0.068944272	0.14327098	0.054550186	0.732110284	3.43E-10	4.84E-07	6.96E-14	3.92E-08	4.13E-05	1.77E-06	0.001080642	0	 
82.5	0.019133629	2.86E-04	0.057222153	0.942777847	608.5636734	1327.440045	1253.607666	1724.929281	8.0899	8.089720588	4902.207856	0.543750885	812.6940515	0.003483505	3.86E-07	5.77E-04	4049.820252	0.449204402	120.0191654	0.916228674	0.886741461	916.4949278	1473036.66	1473036.66	6.097662529	212.0889791	3.265850609	0.16552647	4049.82107	0.024466305	6.50E-04	7.77E-05	5.72E-04	851.584643	1131.94711	1.329224428	-33.68352634	1010.582086	1298.353129	1.284757713	-674.316829	0.17227541	0.046460855	0.017563679	0.731428558	9.32E-10	6.45E-07	9.07E-14	5.22E-08	2.70E-05	2.35E-06	3.45E-04	0.031896403	0.068944273	0.143270979	0.054550185	0.732110286	3.43E-10	4.85E-07	6.96E-14	3.92E-08	4.13E-05	1.77E-06	0.001080639	0	 
83	0.019189089	2.89E-04	0.057045983	0.942954017	606.9329576	1324.398613	1250.911698	1723.591654	8.0107	8.010315415	4992.529818	0.55376936	812.9709362	0.003547716	3.94E-07	5.77E-04	4018.893891	0.445774062	120.2420524	0.916540983	0.887043574	916.4949278	1473195.77	1473195.77	6.099741	210.2787035	3.231415329	0.163546721	4018.894693	0.024573374	6.50E-04	7.75E-05	5.72E-04	851.0286262	1131.390264	1.329438552	-33.70512307	1010.082219	1297.853262	1.284898633	-676.3074036	0.172274797	0.04646069	0.017563616	0.731425955	9.32E-10	6.45E-07	9.07E-14	5.22E-08	2.70E-05	2.35E-06	3.45E-04	0.031899848	0.068944273	0.143270979	0.054550183	0.732110287	3.43E-10	4.85E-07	6.96E-14	3.92E-08	4.14E-05	1.77E-06	0.001080635	0	 
83.5	0.019244549	2.91E-04	0.056971647	0.943028353	605.2860869	1321.235901	1247.983489	1722.241199	7.9308	7.930604129	1829.377301	0.20291378	813.0723931	0.001299975	1.44E-07	5.77E-04	3986.651774	0.44219778	120.4631513	0.916655421	0.887154275	916.4949278	1473254.274	1473254.274	6.100502606	208.4729771	3.197651068	0.161531844	3986.652567	0.024680289	6.50E-04	7.74E-05	5.72E-04	850.4631734	1130.824507	1.329657229	-33.78201088	1009.560519	1297.331562	1.285045857	-678.2207203	0.172274572	0.046460629	0.017563593	0.731424998	9.32E-10	6.45E-07	9.07E-14	5.22E-08	2.70E-05	2.35E-06	3.45E-04	0.031901115	0.068944274	0.143270979	0.054550183	0.732110288	3.43E-10	4.85E-07	6.96E-14	3.92E-08	4.14E-05	1.77E-06	0.001080634	0	 
84	0.019300009	2.93E-04	0.056961374	0.943038626	603.6193424	1317.851152	1244.782414	1720.87488	7.8507	7.850408891	-1752.454889	-0.194381578	812.9752023	0	0	5.77E-04	3952.869314	0.438450643	120.6823766	0.916655421	0.887048229	916.4949278	1473254.274	1473254.274	6.100502606	206.6699758	3.164542129	0.159473252	3952.870099	0.024787041	6.50E-04	7.74E-05	5.72E-04	849.8887029	1130.250036	1.329880057	-33.89175274	1009.000037	1296.771081	1.285204195	-680.1761428	0.172274572	0.046460629	0.017563593	0.731424998	9.32E-10	6.45E-07	9.07E-14	5.22E-08	2.70E-05	2.35E-06	3.45E-04	0.031901115	0.068944274	0.143270979	0.054550183	0.732110288	3.43E-10	4.85E-07	6.96E-14	3.92E-08	4.14E-05	1.77E-06	0.001080634	0	 
84.5	0.019355468	2.95E-04	0.056953632	0.943046368	601.9621162	1314.423995	1241.543345	1719.5168	7.7716	7.771280901	-2563.606405	-0.284354171	812.8330252	0	0	5.77E-04	3919.243248	0.434720854	120.8997371	0.916655421	0.886893097	916.4949278	1473254.274	1473254.274	6.100502606	204.8946475	3.132073251	0.157439684	3919.244019	0.024893622	6.50E-04	7.74E-05	5.72E-04	849.317669	1129.679002	1.33010185	-34.00079439	1008.430252	1296.201295	1.285365342	-682.1549563	0.172274572	0.046460629	0.017563593	0.731424998	9.32E-10	6.45E-07	9.07E-14	5.22E-08	2.70E-05	2.35E-06	3.45E-04	0.031901115	0.068944274	0.143270979	0.054550183	0.732110288	3.43E-10	4.85E-07	6.96E-14	3.92E-08	4.14E-05	1.77E-06	0.001080634	0	 
85	0.019410928	2.98E-04	0.056949444	0.943050556	600.3106905	1310.921769	1238.236324	1718.163905	7.6933	7.693014736	-3715.761209	-0.41215071	812.6269498	0	0	5.77E-04	3885.562794	0.430985032	121.1152296	0.916655421	0.886668246	916.4949278	1473254.274	1473254.274	6.100502606	203.1436137	3.100229596	0.155422401	3885.563552	0.025000023	6.50E-04	7.74E-05	5.72E-04	848.7488005	1129.110134	1.330323098	-34.10938148	1007.845603	1295.616647	1.285530882	-684.1759569	0.172274572	0.046460629	0.017563593	0.731424998	9.32E-10	6.45E-07	9.07E-14	5.22E-08	2.70E-05	2.35E-06	3.45E-04	0.031901115	0.068944274	0.143270979	0.054550183	0.732110288	3.43E-10	4.85E-07	6.96E-14	3.92E-08	4.14E-05	1.77E-06	0.001080634	0	 
85.5	0.019466388	3.00E-04	0.056945965	0.943054035	598.6748279	1307.435719	1234.944986	1716.824186	7.6165	7.616101608	-3903.173499	-0.432938404	812.4104806	0	0	5.77E-04	3852.397435	0.427306344	121.3288827	0.916655421	0.886432053	916.4949278	1473254.274	1473254.274	6.100502606	201.4241259	3.068996733	0.153443889	3852.39818	0.025106234	6.50E-04	7.74E-05	5.72E-04	848.1854684	1128.546802	1.330542486	-34.21687352	1007.261252	1295.032296	1.285696529	-686.1864569	0.172274572	0.046460629	0.017563593	0.731424998	9.32E-10	6.45E-07	9.07E-14	5.22E-08	2.70E-05	2.35E-06	3.45E-04	0.031901115	0.068944274	0.143270979	0.054550183	0.732110288	3.43E-10	4.85E-07	6.96E-14	3.92E-08	4.14E-05	1.77E-06	0.001080634	0	 
86	0.019521848	3.02E-04	0.056875533	0.943124467	597.1153695	1304.440538	1232.169846	1715.547443	7.5439	7.543615147	1725.815355	0.191426732	812.506194	0.001226429	1.36E-07	5.78E-04	3823.178777	0.424065422	121.5409155	0.916763385	0.886536487	916.4949278	1473309.568	1473309.568	6.101221124	199.7836769	3.038360629	0.151639776	3823.179499	0.025212247	6.50E-04	7.74E-05	5.72E-04	847.6507709	1128.011816	1.330750652	-34.28888356	1006.75726	1294.528304	1.285839551	-687.9946641	0.172274359	0.046460572	0.017563572	0.731424093	9.32E-10	6.45E-07	9.07E-14	5.22E-08	2.70E-05	2.35E-06	3.45E-04	0.031902312	0.068944274	0.143270979	0.054550182	0.732110288	3.43E-10	4.85E-07	6.96E-14	3.92E-08	4.14E-05	1.77E-06	0.001080633	0	 
86.5	0.019577308	3.04E-04	0.056716668	0.943283332	595.6028877	1301.61689	1229.656689	1714.309537	7.4742	7.473984622	4482.828181	0.497233464	812.7548107	0.003185687	3.53E-07	5.78E-04	3796.150539	0.421067461	121.7514492	0.917043824	0.886807756	916.4949278	1473453.652	1473453.652	6.103087496	198.1985254	3.008307634	0.14993851	3796.151244	0.025318054	6.50E-04	7.72E-05	5.73E-04	847.135851	1127.496146	1.330950809	-34.30887705	1006.280498	1294.051542	1.285974979	-689.8344783	0.172273803	0.046460422	0.017563515	0.731421736	9.32E-10	6.45E-07	9.07E-14	5.22E-08	2.70E-05	2.35E-06	3.45E-04	0.031905432	0.068944274	0.143270978	0.054550181	0.73211029	3.43E-10	4.85E-07	6.96E-14	3.92E-08	4.14E-05	1.77E-06	0.00108063	0	 
87	0.019632767	3.06E-04	0.056650912	0.943349088	594.0756055	1298.679437	1226.930334	1713.05988	7.4037	7.404062474	1590.120306	0.176375492	812.8429985	0.001130014	1.25E-07	5.78E-04	3767.936646	0.417937988	121.9604182	0.9171433	0.886903979	916.4949278	1473504.919	1473504.919	6.103749528	196.6169949	2.978824471	0.148206024	3767.937343	0.025423645	6.50E-04	7.71E-05	5.73E-04	846.612398	1126.972426	1.331155117	-34.38056276	1005.782829	1293.553874	1.286116482	-691.6024275	0.172273606	0.046460369	0.017563495	0.731420897	9.32E-10	6.45E-07	9.07E-14	5.22E-08	2.70E-05	2.35E-06	3.45E-04	0.031906542	0.068944274	0.143270978	0.05455018	0.73211029	3.43E-10	4.85E-07	6.96E-14	3.92E-08	4.14E-05	1.77E-06	0.001080629	0	 
87.5	0.019688227	3.08E-04	0.056646081	0.943353919	592.5138903	1295.38401	1223.816419	1711.782423	7.3331	7.332885972	-3255.326049	-0.361079431	812.6624588	0	0	5.78E-04	3737.422084	0.414553325	122.1676948	0.9171433	0.88670699	916.4949278	1473504.919	1473504.919	6.103749528	195.0254199	2.949898222	0.146399033	3737.422776	0.025529013	6.50E-04	7.71E-05	5.73E-04	846.0753064	1126.435334	1.331365336	-34.48251953	1005.222454	1292.993498	1.286275981	-693.5001395	0.172273606	0.046460369	0.017563495	0.731420897	9.32E-10	6.45E-07	9.07E-14	5.22E-08	2.70E-05	2.35E-06	3.45E-04	0.031906542	0.068944274	0.143270978	0.05455018	0.73211029	3.43E-10	4.85E-07	6.96E-14	3.92E-08	4.14E-05	1.77E-06	0.001080629	0	 
88	0.019743687	3.11E-04	0.056631462	0.943368538	591.002461	1292.430398	1221.017087	1710.546474	7.2647	7.264673646	5.55	6.16E-04	812.6627666	3.94E-06	4.37E-10	5.78E-04	3709.34978	0.411439557	122.3734146	0.917143648	0.886707326	916.4949278	1473505.099	1473505.099	6.103751839	193.4882315	2.92151632	0.14470348	3709.350455	0.025634148	6.50E-04	7.71E-05	5.73E-04	845.5557146	1125.915741	1.331568958	-34.58103291	1004.718345	1292.489389	1.286419618	-695.2003789	0.172273605	0.046460368	0.017563495	0.731420895	9.32E-10	6.45E-07	9.07E-14	5.22E-08	2.70E-05	2.35E-06	3.45E-04	0.031906546	0.068944274	0.143270978	0.05455018	0.73211029	3.43E-10	4.85E-07	6.96E-14	3.92E-08	4.14E-05	1.77E-06	0.001080629	0	 
88.5	0.019799147	3.13E-04	0.056616956	0.943383044	589.5072741	1289.507946	1218.247165	1709.324165	7.198	7.19770277	5.55	6.16E-04	812.6630744	3.94E-06	4.37E-10	5.78E-04	3681.793239	0.408382996	122.5776061	0.917143995	0.886707662	916.4949278	1473505.278	1473505.278	6.10375415	191.9791927	2.893666537	0.143043152	3681.793904	0.025739043	6.50E-04	7.71E-05	5.73E-04	845.0419082	1125.401934	1.331770559	-34.67842642	1004.217819	1291.988863	1.286562376	-696.8818438	0.172273604	0.046460368	0.017563495	0.731420892	9.32E-10	6.45E-07	9.07E-14	5.22E-08	2.70E-05	2.35E-06	3.45E-04	0.03190655	0.068944274	0.143270978	0.05455018	0.73211029	3.43E-10	4.85E-07	6.96E-14	3.92E-08	4.14E-05	1.77E-06	0.001080629	0	 
89	0.019854607	3.15E-04	0.056602564	0.943397436	588.0281435	1286.616304	1215.506323	1708.11533	7.1321	7.131946326	5.55	6.16E-04	812.6633822	3.94E-06	4.37E-10	5.78E-04	3654.740231	0.405382288	122.7802973	0.917144342	0.886707998	916.4949278	1473505.457	1473505.457	6.103756461	190.4976652	2.866336972	0.141417146	3654.740885	0.02584369	6.50E-04	7.71E-05	5.73E-04	844.5338255	1124.893851	1.331970155	-34.77471414	1003.720864	1291.491908	1.286704257	-698.5447603	0.172273604	0.046460368	0.017563495	0.731420889	9.32E-10	6.45E-07	9.07E-14	5.22E-08	2.70E-05	2.35E-06	3.45E-04	0.031906554	0.068944274	0.143270978	0.05455018	0.73211029	3.43E-10	4.85E-07	6.96E-14	3.92E-08	4.14E-05	1.77E-06	0.001080629	0	 
89.5	0.019910066	3.17E-04	0.056516678	0.943483322	586.5892403	1283.869325	1212.982099	1706.93971	7.0688	7.068555398	2234.987566	0.247903904	812.7873341	0.001588338	1.76E-07	5.78E-04	3629.464432	0.402578707	122.9815866	0.917284165	0.886843243	916.4949278	1473577.66	1473577.66	6.104687007	189.0619904	2.839516044	0.139874129	3629.465072	0.02594808	6.50E-04	7.70E-05	5.73E-04	844.04252	1124.402169	1.332162945	-34.82827752	1003.247193	1291.018237	1.286839621	-700.2311466	0.172273326	0.046460293	0.017563466	0.731419707	9.32E-10	6.45E-07	9.07E-14	5.22E-08	2.70E-05	2.35E-06	3.45E-04	0.031908117	0.068944274	0.143270978	0.054550179	0.732110291	3.43E-10	4.85E-07	6.96E-14	3.92E-08	4.14E-05	1.77E-06	0.001080628	0	 
90	0.019965526	3.19E-04	0.056351151	0.943648849	585.1931333	1281.280079	1210.695556	1705.799373	7.0078	7.007613234	4720.461843	0.523591692	813.04913	0.003354709	3.72E-07	5.78E-04	3606.081242	0.399985053	123.1815791	0.917579483	0.887128892	916.4949278	1473730.704	1473730.704	6.106652403	187.6731947	2.813192479	0.138417531	3606.081867	0.026052205	6.50E-04	7.69E-05	5.73E-04	843.5691813	1123.928033	1.332348381	-34.83403292	1002.799308	1290.570353	1.286967734	-701.9466596	0.172272736	0.046460134	0.017563406	0.731417204	9.32E-10	6.45E-07	9.07E-14	5.22E-08	2.70E-05	2.35E-06	3.45E-04	0.031911431	0.068944274	0.143270977	0.054550177	0.732110292	3.43E-10	4.85E-07	6.96E-14	3.92E-08	4.14E-05	1.77E-06	0.001080625	0	 
90.5	0.020020986	3.21E-04	0.056267628	0.943732372	583.7845576	1278.589484	1208.221506	1704.649162	6.9463	6.946442398	2171.652647	0.240878821	813.1695694	0.001543346	1.71E-07	5.78E-04	3581.679682	0.397278442	123.3802184	0.917715346	0.887260305	916.4949278	1473801.361	1473801.361	6.107556591	186.288031	2.787355306	0.136935023	3581.680301	0.026156057	6.50E-04	7.68E-05	5.73E-04	843.0886078	1123.447092	1.332537388	-34.8861266	1002.332436	1290.103481	1.2871014	-703.5973689	0.172272464	0.046460061	0.017563378	0.731416048	9.32E-10	6.45E-07	9.07E-14	5.22E-08	2.70E-05	2.35E-06	3.45E-04	0.031912961	0.068944275	0.143270977	0.054550177	0.732110293	3.44E-10	4.85E-07	6.96E-14	3.93E-08	4.14E-05	1.77E-06	0.001080623	0	 
91	0.020076446	3.24E-04	0.056260267	0.943739733	582.3456979	1275.61632	1205.408078	1703.47454	6.8844	6.884209332	-2098.9381	-0.232813353	813.0531627	0	0	5.78E-04	3555.300707	0.394352497	123.5773946	0.917715346	0.887133292	916.4949278	1473801.361	1473801.361	6.107556591	184.8943583	2.76199384	0.135390387	3555.301321	0.026259629	6.50E-04	7.68E-05	5.73E-04	842.5951717	1122.953656	1.332732127	-34.979237	1001.8148	1289.585845	1.287249745	-705.304737	0.172272464	0.046460061	0.017563378	0.731416048	9.32E-10	6.45E-07	9.07E-14	5.22E-08	2.70E-05	2.35E-06	3.45E-04	0.031912961	0.068944275	0.143270977	0.054550177	0.732110293	3.44E-10	4.85E-07	6.96E-14	3.93E-08	4.14E-05	1.77E-06	0.001080623	0	 
91.5	0.020131906	3.26E-04	0.056252122	0.943747878	580.9251846	1272.701299	1202.648786	1702.315218	6.8236	6.823229073	-1797.806654	-0.199411977	812.9534567	0	0	5.78E-04	3529.552301	0.391496494	123.7731429	0.917715346	0.887024502	916.4949278	1473801.361	1473801.361	6.107556591	183.5277505	2.737097681	0.133883271	3529.552906	0.026362912	6.50E-04	7.68E-05	5.73E-04	842.1082562	1122.46674	1.332924516	-35.07110673	1001.305513	1289.076558	1.287395846	-706.9778584	0.172272464	0.046460061	0.017563378	0.731416048	9.32E-10	6.45E-07	9.07E-14	5.22E-08	2.70E-05	2.35E-06	3.45E-04	0.031912961	0.068944275	0.143270977	0.054550177	0.732110293	3.44E-10	4.85E-07	6.96E-14	3.93E-08	4.14E-05	1.77E-06	0.001080623	0	 
92	0.020187365	3.28E-04	0.056244443	0.943755557	579.5185358	1269.804606	1199.907075	1701.167527	6.7637	6.763273852	-1910.258321	-0.21188507	812.8475142	0	0	5.78E-04	3504.189583	0.388683272	123.9674845	0.917715346	0.886908906	916.4949278	1473801.361	1473801.361	6.107556591	182.1846345	2.712656702	0.132403972	3504.190179	0.026465899	6.50E-04	7.68E-05	5.73E-04	841.6263249	1121.984809	1.333115155	-35.16202746	1000.797683	1288.568728	1.287541678	-708.6396156	0.172272464	0.046460061	0.017563378	0.731416048	9.32E-10	6.45E-07	9.07E-14	5.22E-08	2.70E-05	2.35E-06	3.45E-04	0.031912961	0.068944275	0.143270977	0.054550177	0.732110293	3.44E-10	4.85E-07	6.96E-14	3.93E-08	4.14E-05	1.77E-06	0.001080623	0	 
92.5	0.020242825	3.30E-04	0.056237131	0.943762869	578.1259247	1266.929048	1197.185516	1700.031597	6.7048	6.70433775	-1990.025703	-0.220732835	812.7371478	0	0	5.78E-04	3479.221455	0.385913817	124.1604414	0.917715346	0.886788484	916.4949278	1473801.361	1473801.361	6.107556591	180.8647324	2.688661039	0.13095249	3479.222042	0.026568583	6.50E-04	7.68E-05	5.73E-04	841.1494375	1121.507921	1.333304014	-35.25198959	1000.291831	1288.062876	1.287687089	-710.2884127	0.172272464	0.046460061	0.017563378	0.731416048	9.32E-10	6.45E-07	9.07E-14	5.22E-08	2.70E-05	2.35E-06	3.45E-04	0.031912961	0.068944275	0.143270977	0.054550177	0.732110293	3.44E-10	4.85E-07	6.96E-14	3.93E-08	4.14E-05	1.77E-06	0.001080623	0	 
93	0.020298285	3.32E-04	0.056167543	0.943832457	576.7880184	1264.363508	1194.81377	1698.940586	6.6485	6.648281917	1754.681388	0.19462854	812.834462	0.001247048	1.38E-07	5.78E-04	3456.771039	0.383423626	124.3521532	0.917825125	0.886894665	916.4949278	1473858.568	1473858.568	6.108287189	179.5962322	2.665101087	0.129608094	3456.771613	0.026670955	6.50E-04	7.67E-05	5.73E-04	840.6936618	1121.051848	1.333484358	-35.3062803	999.8390574	1287.610103	1.287817368	-711.8446385	0.172272243	0.046460001	0.017563356	0.731415112	9.32E-10	6.45E-07	9.07E-14	5.22E-08	2.70E-05	2.35E-06	3.45E-04	0.0319142	0.068944275	0.143270977	0.054550176	0.732110293	3.44E-10	4.85E-07	6.96E-14	3.93E-08	4.14E-05	1.77E-06	0.001080622	0	 
93.5	0.020353745	3.34E-04	0.056026613	0.943973387	575.4890057	1261.942255	1192.656692	1697.881567	6.5945	6.594333809	3982.089149	0.441691696	813.0553079	0.002830076	3.14E-07	5.78E-04	3435.96096	0.381115381	124.5427109	0.918074259	0.887135633	916.4949278	1473988.78	1473988.78	6.109945222	178.3677288	2.641967492	0.128336775	3435.961523	0.026773008	6.50E-04	7.66E-05	5.73E-04	840.2541474	1120.611655	1.333657987	-35.31703367	999.4104825	1287.181528	1.287940792	-713.4271407	0.172271741	0.046459866	0.017563305	0.731412981	9.32E-10	6.45E-07	9.07E-14	5.22E-08	2.70E-05	2.35E-06	3.45E-04	0.03191702	0.068944275	0.143270977	0.054550174	0.732110295	3.44E-10	4.85E-07	6.97E-14	3.93E-08	4.14E-05	1.77E-06	0.00108062	0	 
94	0.020409205	3.36E-04	0.055947697	0.944052303	574.1830775	1259.447605	1190.361895	1696.817177	6.5408	6.540374326	2054.604523	0.227895891	813.1692558	0.001460217	1.62E-07	5.78E-04	3414.457135	0.378730185	124.732076	0.918202803	0.887259963	916.4949278	1474056.173	1474056.173	6.110800707	177.1454695	2.619251139	0.127050838	3414.457692	0.026874736	6.50E-04	7.65E-05	5.73E-04	839.810116	1120.167273	1.333833984	-35.3632604	998.9676271	1286.738673	1.28806844	-714.9571287	0.172271482	0.046459796	0.017563278	0.731411879	9.32E-10	6.45E-07	9.07E-14	5.22E-08	2.70E-05	2.35E-06	3.45E-04	0.031918479	0.068944275	0.143270976	0.054550173	0.732110295	3.44E-10	4.85E-07	6.97E-14	3.93E-08	4.14E-05	1.77E-06	0.001080618	0	 
